title,genres,release_year,user_rating,keywords,director,description,poster_url,trailer_url,adult
Rio 2,"Animation, Adventure, Comedy, Family",2014,6.515,"villain, amazon rainforest, sequel, travel, jungle, audition, parrots, personification",Carlos Saldanha,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",https://image.tmdb.org/t/p/w500/gVNTBrjxh2YRmQFjlaqrNbHVvrd.jpg,https://www.youtube.com/watch?v=QrA31erK_uM,0
Aashiqui 2,"Drama, Romance",2013,6.791,"artist, musical, tragic love",Mohit Suri,"A young woman meets a failing musician who launches her singing career, but their relationship is doomed when people assume he's with her for her fame and fortune.",https://image.tmdb.org/t/p/w500/2dMh4mdYzXrMbp8JDqDAhEII9zN.jpg,,0
Wonder Woman,"Action, Adventure, Fantasy",2017,7.224,"island, hero, strong woman, world war i, empowerment, superhero, feminism, greek mythology, based on comic, female protagonist, period drama, super power, heroine, woman director, female empowerment, 1910s, dc extended universe (dceu)",Patty Jenkins,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,https://image.tmdb.org/t/p/w500/imekS7f1OuHyUP2LAiTEM0zBzUz.jpg,https://www.youtube.com/watch?v=VSB4wGIdDwo,0
The Ape Woman,"Drama, Comedy",1964,7.3,dark comedy,Marco Ferreri,A modest Neapolitan man meets a young woman with excessive hairiness. He exhibits her at fairs and marries her. It is after marriage that he receives a tempting offer from a French manager.,https://image.tmdb.org/t/p/w500/38avfcyrLqAzWE19jIpTnoQATZD.jpg,,0
Hansan: Rising Dragon,"War, Action, Drama, History",2022,6.4,"navy, battleship, naval warfare, japanese invasion of korea, korean navy, joseon dynasty, yi sun-sin, imjin war",Kim Han-min,"In 1592, admiral Yi Sun-sin and his fleet face off against the might of the invading Japanese navy and its formidable warships. As the Korean forces fall into crisis, the admiral resorts to using his secret weapon, the dragon head ships known as geobukseon, in order to change the tide of this epic battle at sea.",https://image.tmdb.org/t/p/w500/vH76IrIrZLHmO0WOD4U7nxBHgkR.jpg,https://www.youtube.com/watch?v=OD1ocTY75ts,0
Gone with the Wind,"Drama, War, Romance",1939,7.94,"civil war, based on novel or book, marriage crisis, loss of loved one, widow, atlanta, slavery, plantation, typhus, romance, casualty of war, second marriage, american civil war, technicolor, reconstruction era, businesswoman, 1860s, 1870s, antebellum south, compassionate, powerful",Victor Fleming,The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.,https://image.tmdb.org/t/p/w500/lNz2Ow0wGCAvzckW7EOjE03KcYv.jpg,https://www.youtube.com/watch?v=fgdCVxmPMVE,0
Starship Troopers,"Adventure, Action, Thriller, Science Fiction",1997,7.1,"spacecraft, space marine, army, moon, based on novel or book, asteroid, intelligence, dystopia, buenos aires, argentina, space battle, satire, giant insect, creature, soldier, drill instructor, military, bugs",Paul Verhoeven,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",https://image.tmdb.org/t/p/w500/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg,https://www.youtube.com/watch?v=zPYuV_jGk7M,0
Jackpot!,"Comedy, Science Fiction, Action",2024,6.4,"lottery, near future, action comedy",Paul Feig,"In the near future, a 'Grand Lottery' has been established - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot. When Katie Kim mistakenly finds herself with the winning ticket, she reluctantly joins forces with amateur lottery protection agent Noel Cassidy who must get her to sundown in exchange for a piece of her prize.",https://image.tmdb.org/t/p/w500/fOsamTFIyGxjw1jLSKdZYxQBJOT.jpg,https://www.youtube.com/watch?v=IW7pIYtpp50,0
Catwoman: Hunted,"Animation, Action, Crime",2022,5.664,"superhero, adult animation",Shinsuke Terasawa,"Catwoman's attempt to steal a priceless jewel puts her squarely in the crosshairs of both a powerful consortium of villains and the ever-resourceful Interpol, not to mention Batwoman.",https://image.tmdb.org/t/p/w500/iu01cvxs3eLQzra3YNF1pbpXIZa.jpg,https://www.youtube.com/watch?v=PYPqTLS_g9c,0
xXx: State of the Union,"Action, Adventure, Crime, Mystery, Thriller",2005,5.0,"helicopter, usa president, washington dc, usa, general, coup d'etat, military prison, agent, insurgent, secretary of defense",Lee Tamahori,Darius Stone's criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert.,https://image.tmdb.org/t/p/w500/jFDsnFmlZaYyRL2uN8ZrMfZoeCe.jpg,https://www.youtube.com/watch?v=TS8Pl4tsJGQ,1
"The Good, the Bad and the Ugly",Western,1966,8.464,"gold, army, bounty hunter, hitman, refugee, anti hero, moral ambiguity, gallows, outlaw, shootout, spaghetti western, american civil war, tense",Sergio Leone,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg,https://www.youtube.com/watch?v=IFNUGzCOQoI,0
Exorcist: The Beginning,"Horror, Mystery, Thriller",2004,5.4,"obsession, religion and supernatural, exorcism, remake, priest, paganism, devil, archaeologist, catholic church, demonic possession, relic, crisis of faith, archaeological dig, supernatural horror",Renny Harlin,"Years before Father Merrin helped save Regan MacNeil’s soul, he first encounters the demon Pazuzu in East Africa.",https://image.tmdb.org/t/p/w500/2NS3zkF1f3FnxBoUvWKKXAr5UIv.jpg,https://www.youtube.com/watch?v=eHJEMIYNFFY,0
Hoodwinked!,"Animation, Comedy, Family, Crime",2005,6.227,"wolf, investigation, suspicion, little red riding hood, burglary, grandmother",Cory Edwards,"Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",https://image.tmdb.org/t/p/w500/tjuMvHg7NJmE9hqKD3p86kW2Jvk.jpg,https://www.youtube.com/watch?v=_WGv6Rgp72k,0
Winnie-the-Pooh: Blood and Honey 2,"Horror, Thriller",2024,6.2,"mutant, sequel, revenge, slasher, based on children's book, psychotic villain, traumatic childhood, child abduction, independent film, winnie the pooh, stern, horrified, blood and honey, the twisted childhood universe",Rhys Frake-Waterfield,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",https://image.tmdb.org/t/p/w500/2sADrLwMQof6yYmrJRSa04tFZuS.jpg,https://www.youtube.com/watch?v=dgIlZOv4M-c,0
Frozen II,"Family, Animation, Adventure, Comedy, Fantasy",2019,7.3,"princess, magic, kingdom, winter, queen, castle, musical, sequel, dam, spirit, frozen, personification, thoughtful, mother daughter relationship, compassionate",Jennifer Lee,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",https://image.tmdb.org/t/p/w500/mINJaa34MtknCYl5AjtNJzWj8cD.jpg,https://www.youtube.com/watch?v=vSKlICmmi98,0
The Equalizer,"Thriller, Action, Crime",2014,7.28,"assassin, corruption, hitman, call girl, sadism, hostage, gangster, fbi, gore, remake, sociopath, revenge, vigilante, organized crime, teenage prostitute, commando, interrogation, surveillance, fake death, ex soldier, loner, black ops, hand to hand combat, mysterious past, vigilante justice",Antoine Fuqua,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",https://image.tmdb.org/t/p/w500/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,https://www.youtube.com/watch?v=BP_FwE0Z7no,1
Ant-Man and the Wasp,"Action, Adventure, Science Fiction",2018,6.93,"van, dream, insect, flying, chase, fight, superhero, ant, nuclear missile, shrinking, based on comic, giant insect, sequel, flashback, house arrest, alternate dimension, tragic villain, laboratory, fugitive, school, miniaturization, montage, toy car, giant man, female villain, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu), giant, action hero, father daughter relationship, mother daughter relationship",Peyton Reed,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",https://image.tmdb.org/t/p/w500/cFQEO687n1K6umXbInzocxcnAQz.jpg,https://www.youtube.com/watch?v=UUkn-enk2RU,0
King of Kings,"Drama, History",1961,7.1,"epic, christianity, crucifixion, bible, biography, 1st century, jesus christ, christian film",Nicholas Ray,"Who is Jesus, and why does he impact all he meets? He is respected and reviled, emulated and accused, beloved, betrayed, and finally crucified. Yet that terrible fate would not be the end of the story.",https://image.tmdb.org/t/p/w500/fp1Nx4FASTGldFuQyGXN0HF6Jgk.jpg,https://www.youtube.com/watch?v=iHEPRuWNF1A,0
Mulan,"Adventure, Fantasy, Action, Family",2020,6.873,"martial arts, hero, china, fake identity, honor, east asian lead, heroine, based on myths, legends or folklore, live action and animation, chinese girl, live action remake",Niki Caro,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",https://image.tmdb.org/t/p/w500/aKx1ARwG55zZ0GpRvU2WrGrCG9o.jpg,https://www.youtube.com/watch?v=R-eFm--k21c,0
Red Dawn,"Action, Thriller, War, Drama, Science Fiction",1984,6.3,"guerrilla warfare, future, fight, colorado, invasion, anti-communism, fighting, school shooting, red army, town",John Milius,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town—and their country—from invading Soviet forces.",https://image.tmdb.org/t/p/w500/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg,https://www.youtube.com/watch?v=kZLLKwFpFG4,0
A-X-L,"Science Fiction, Action, Adventure, Family",2018,6.3,"friendship, technology, friends, robot, robot dog",Oliver Daly,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,https://image.tmdb.org/t/p/w500/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg,https://www.youtube.com/watch?v=--8nr2kt4uk,0
Somebody I Used to Know,"Romance, Comedy, Drama",2023,5.8,"marriage, romantic comedy, lgbt",Dave Franco,"On a trip to her hometown, workaholic Ally reminisces with her first love Sean, and starts to question everything about the person she's become. Things only get more confusing when she meets Sean's fiancé, Cassidy, who reminds her of the person she used to be.",https://image.tmdb.org/t/p/w500/ovHxxphDgjyEpYriDoGoIHfrdZL.jpg,https://www.youtube.com/watch?v=f497dkv3vfU,0
Die Hard,"Action, Thriller",1988,7.8,"husband wife relationship, based on novel or book, s.w.a.t., fbi, christmas party, vault, heist, murder, shootout, los angeles, california, terrorism, one man army, explosion, police officer, hostage negotiator, one night, lapd, aggressive, christmas, 1980s, action hero, german, hostages, heist thriller, patrol officer, furious, high octane, euphoric",John McTiernan,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",https://image.tmdb.org/t/p/w500/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg,https://www.youtube.com/watch?v=osIeLeqCRmw,0
Gretel & Hansel,"Fantasy, Horror, Mystery",2020,6.0,"witch, fairy tale, woods, tale, witchcraft, dark fantasy, based on fairy tale, folk horror, re-imagining, brother sister relationship, supernatural power",Osgood Perkins,"A long time ago in a distant fairy tale countryside, a young girl leads her little brother into a dark wood in desperate search of food and work, only to stumble upon a nexus of terrifying evil.",https://image.tmdb.org/t/p/w500/mBBBXseq4k4dI63k06XIrsc02j8.jpg,https://www.youtube.com/watch?v=QZblQLhKcZQ,0
Above the Law,"Action, Thriller, Drama",1988,6.081,"chicago, illinois, martial arts, vietnam, central intelligence agency (cia), corruption, senator, cop, torture, drug lord",Andrew Davis,"Nico Toscani is an Italian immigrant, American patriot, ex-CIA agent, aikido specialist and unorthodox Chicago policeman. He is as committed to his job as he is to his personalized brand of justice—expert and thorough bone-crushing.",https://image.tmdb.org/t/p/w500/zXkK4CoMQnYkZhMd0LS9xd2Qrve.jpg,https://www.youtube.com/watch?v=oiQi0WvS6Sc,0
The Auschwitz Report,"Drama, History, War",2021,6.4,based on novel or book,Peter Bebjak,"This is the true story of Freddy and Walter – two young Slovak Jews, who were deported to Auschwitz in 1942. On 10 April 1944, after meticulous planning, they manage to escape. While the inmates they had left behind courageously stand their ground against the Nazi officers, the two men are driven on by the hope that their evidence could save lives.",https://image.tmdb.org/t/p/w500/5UJQS6V0KbHjaZbI0Wv7rL57S7.jpg,https://www.youtube.com/watch?v=Hm8BVHzdk6w,0
Gambit,"Comedy, Crime",2012,5.47,"dark comedy, heist, caper, con",Michael Hoffman,"An art curator decides to seek revenge on his abusive boss by conning him into buying a fake Monet, but his plan requires the help of an eccentric and unpredictable Texas rodeo queen.",https://image.tmdb.org/t/p/w500/6KOHKBa6toWdGOKHkzmLGjlOLdS.jpg,https://www.youtube.com/watch?v=glqvVQCB6ao,0
Meet Dave,"Comedy, Science Fiction, Adventure, Family",2008,5.3,"new york city, friendship, new love, captain, starship, earth, car crash, crew, alien, survival, space, planet, duringcreditsstinger",Brian Robbins,"A crew of miniature aliens operate a spaceship that has a human form. While trying to save their planet, the aliens encounter a new problem, as their ship becomes smitten with an Earth woman.",https://image.tmdb.org/t/p/w500/3Qfav5aVRcZmq854olMjJ795JJ2.jpg,https://www.youtube.com/watch?v=8GCeBhbo_W0,0
The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Fantasy, Romance",2011,6.203,"based on novel or book, vampire, hybrid, teen movie, werewolf, supernatural creature, dead, duringcreditsstinger, based on young adult novel",Bill Condon,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,https://image.tmdb.org/t/p/w500/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,https://www.youtube.com/watch?v=PQNLfo-SOR4,0
Master and Commander: The Far Side of the World,"Adventure, Drama, War",2003,7.2,"epic, ship, navy, based on novel or book, surgeon, royal navy, historical fiction, period drama, napoleonic wars, naturalist, frigate, self surgery, sea battle, weevil, high seas, naval warfare, 19th century, galapagos islands, galapagos, naval battle, english navy, surprise-ending",Peter Weir,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",https://image.tmdb.org/t/p/w500/s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg,https://www.youtube.com/watch?v=tHTHCNYiiHk,0
Flatliners,"Drama, Science Fiction, Horror",1990,6.491,"life and death, afterlife, haunted by the past, medical student, near-death experience, college student, medical experiment",Joel Schumacher,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",https://image.tmdb.org/t/p/w500/AuajdrVpCcT1BYxg5rzxprTKWaX.jpg,https://www.youtube.com/watch?v=PF4CcPUrW9w,0
The Brothers Grimm,"Adventure, Fantasy, Action, Comedy, Thriller",2005,5.841,"sibling relationship, germany, literature, brothers grimm, con artist, historical fiction, aftercreditsstinger, 19th century, fake exorcism",Terry Gilliam,"Folklore collectors and con artists, Jake and Will Grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. However, they are put to the test when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage.",https://image.tmdb.org/t/p/w500/v6J7QGCSrtvwvqAt6783BbO3h61.jpg,https://www.youtube.com/watch?v=ohxNxVlk2GQ,0
